Nombre,Pistas,Dirección,Teléfono,Correo,Página Web,Plataforma de Reserva
"Centro Deportivo Municipal Francisco Fernández Ochoa","","C. Catorce Olivas, 1, 28054, Madrid","+34915883731","","https://padelizados.es/es-es/i/677-centro-deportivo-municipal-francisco-fernandez-ochoa/","N/A"
"Centro Deportivo Cultural Delicias","","Paseo de las Delicias, 61, 28045, Madrid","+34680647070","info@centrodelicias.org","https://padelizados.es/es-es/i/617-centro-deportivo-cultural-delicias/","N/A"
"Don Bosco Pádel","","Rda. Don Bosco, 3, 28044, Madrid","+34607147653","","https://padelizados.es/es-es/i/1356-don-bosco-padel/","N/A"
"Padel 3 Olivos","","C. de la Cueva de Montesinos, 76, 28034, Madrid","+34917353745","club3olivos@hotmail.com","https://padelizados.es/es-es/i/1341-padel-3-olivos/","N/A"
"Padel Club Teypasport","","Av. de las Piceas, 13, 28043, Madrid","+34654599259","info@teypasport.com","https://padelizados.es/es-es/i/811-padel-club-teypasport/","N/A"
"Padel Pastrana","","Polideportivo, Pl. del Duque de Pastrana, 5, 28036, Madrid","+34673351587","info@padelpastrana.com","https://padelizados.es/es-es/i/800-padel-pastrana/","N/A"
"(ENTRADA PEATONAL) Nexus Padel Villaverde","","P.º Talleres, 1, 28021, Madrid","+34694229926","","https://padelizados.es/es-es/i/893-entrada-peatonal-nexus-padel-villaverde/","N/A"
"Frontón Pirámides","","P.º de las Yeserías, 3-5, 28005, Madrid","","","https://padelizados.es/es-es/i/1478-fronton-piramides/","N/A"
"Davelpadel","","C. Eje 8, 28053, Madrid","+34600714876","","https://padelizados.es/es-es/i/1034-davelpadel/","N/A"
"Escuela de Padel Y Tenis. CD RAQUETAS VILLA DE VALLECAS","","C. de Cordel de Pavones, 100Q, 28032, Madrid","+34645962233","","https://padelizados.es/es-es/i/965-escuela-de-padel-y-tenis--cd-raquetas-villa-de-vallecas/","N/A"
"Homepadelmadrid, Clases De Padel A Domicilio","","C. de Joaquín Lorenzo, 38, 28035, Madrid","+34607641640","info@homepadelmadrid.com","https://padelizados.es/es-es/i/988-homepadelmadrid-clases-de-padel-a-domicilio/","N/A"
"Pistas de pádel Puerta de Hierro","","Ctra. el Pardo a la Playa, Madrid","+34913867358","","https://padelizados.es/es-es/i/1498-pistas-de-padel-puerta-de-hierro/","N/A"
"Tennis Studio Couder","","C. de Torreadrada, 7, 28023, Madrid","+34913070250","info@agpd.es","https://padelizados.es/es-es/i/1551-tennis-studio-couder/","N/A"
"PrivaPadel","","C/ de María de Maeztu, 36, 28049, Madrid","+34611002526","contacto@privapadel.com","https://padelizados.es/es-es/i/1114-privapadel/","N/A"
"Pistas de Pádel CTM","","C. Eje 8, 17, 28053, Madrid","+34600714876","ctm@ctm-madrid.com","https://padelizados.es/es-es/i/1466-pistas-de-padel-ctm/","N/A"
"World Padel Trainers","","C. Moncayo, 3, 28221, Madrid","+34608723085","","https://padelizados.es/es-es/i/1564-world-padel-trainers/","N/A"
"Pistas de pádel Parque de Santander","","Av. de Pablo Iglesias, 6, 28003, Madrid","","","https://padelizados.es/es-es/i/1574-pistas-de-padel-parque-de-santander/","N/A"
"Dx Pádel Carabanchel","","C. de Cazalegas, 28025, Madrid","+34635142961","","https://padelizados.es/es-es/i/1091-dx-padel-carabanchel/","N/A"
"Club de pádel Occidental","","C. de Baeza, 28300, Madrid","+34693366109","padeloccidental@opsgestion.com","https://padelizados.es/es-es/i/1014-club-de-padel-occidental/","N/A"
"Padel Madrid","","C. de Castiello de Jaca, 28050, Madrid","","","https://padelizados.es/es-es/i/1045-padel-madrid/","N/A"
"Pistas de pádel","","Av. de Brasilia, 27, 28028, Madrid","+34611177515","","https://padelizados.es/es-es/i/1590-pistas-de-padel/","N/A"
"Sime Sports: Mantenimiento de piscinas, pistas de padel, gimnasios.","","C. de las Camelias, 14, 28042, Madrid","+34635536031","info@simesports.es","https://padelizados.es/es-es/i/1603-sime-sports-mantenimiento-de-piscinas-pistas-de-padel-gimnasios/","N/A"
"Padel School","","C. de la Riviera, 4, 28030, Madrid","+34659595712","","https://padelizados.es/es-es/i/1053-padel-school/","N/A"
"addpadel","","C. del Monasterio de las Batuecas, 13, 28049, Madrid","+34635549595","info@addpadel.com","https://padelizados.es/es-es/i/1469-addpadel/","N/A"
