Nombre,Pistas,Dirección,Teléfono,Correo,Página Web,Plataforma de Reserva
"The Padel Box","","Carrer Maria Barrientos, 8, 08028, Barcelona","","hello@thepadelbox.es","https://padelizados.es/es-es/i/782-the-padel-box/","N/A"
"Pàdel Center Penedès","","Carrer Sumoi, 16, 08734, Barcelona","+34932780977","lidiacatasus@gmail.com","https://padelizados.es/es-es/i/1244-padel-center-penedes/","N/A"
"Tenis Meridiana","","Carrer de Can Ros, 26, 08027, Barcelona","+34934087669","","https://padelizados.es/es-es/i/1232-tenis-meridiana/","N/A"
"Esportiu Manyanet","","Carrer del Prat d'en Rull, 6, 08029, Barcelona","+34934395025","esportiu@lescorts.many","https://padelizados.es/es-es/i/715-esportiu-manyanet/","N/A"
"Club Tennis Piera","","C/ de Ca n'Aguilera s/n, 08784, Barcelona","+34605962437","","https://padelizados.es/es-es/i/1268-club-tennis-piera/","N/A"
"Pádel Manyanet","","Carrer del Prat d'en Rull, 6, 08029, Barcelona","+34640169844","info@padelmanyanet.com","https://padelizados.es/es-es/i/1314-padel-manyanet/","N/A"
"Wellness Point ZAL","","Av. Ports d'Europa, 100, 08040, Barcelona","+34615254509","info@wellnesspoint.es","https://padelizados.es/es-es/i/1343-wellness-point-zal/","N/A"
"PÀDEL - EL MIRADOR DE CÀNOVES I SAMALÚS","","Carrer de Cànoves, 368, 08445, Barcelona","+34600094073","","https://padelizados.es/es-es/i/1299-padel-el-mirador-de-canoves-i-samalus/","N/A"
"Let’s Padel","","Carrer del Segura, 36, 08038, Barcelona","+34933318288","","https://padelizados.es/es-es/i/858-lets-padel/","N/A"
"Pàdel Teixonera","","Carrer de Coll i Alentorn, 12, 08035, Barcelona","+34932749849","","https://padelizados.es/es-es/i/1495-padel-teixonera/","N/A"
"Don Caballo-Haven 1738","","Camí de Vilassar, 08410, Barcelona","+34670684785","","https://padelizados.es/es-es/i/1527-don-caballo-haven-1738/","N/A"
"Pàdel7 Sant Andreu","","Carrer de Bonaventura Gispert, 1, 08020, Barcelona","+34627944548","recepciopadel7glories@gmail.com","https://padelizados.es/es-es/i/843-padel7-sant-andreu/","N/A"
"Unopadel - Teixonera","","Carrer de la Granja Vella, 10, 08035, Barcelona","+34667162907","","https://padelizados.es/es-es/i/1416-unopadel-teixonera/","N/A"
"Club Pàdel Subirats","","C-243b, 08739, Barcelona","","","https://padelizados.es/es-es/i/1445-club-padel-subirats/","N/A"
"DONPADEL","","Camí de Vilassar, 08410, Barcelona","+34691482154","mail@example.com","https://padelizados.es/es-es/i/1582-donpadel/","N/A"
