"Nombre","Pistas","Dirección","Teléfono","Correo","Página Web","Plataforma de Reserva"
"Vip Pàdel Vilanova","","Can Rabassa, Camí de Vilassar, S/N, 08410, Barcelona","+34936394826","info@vippadelvilanova.com","https://padelizados.es/es-es/i/1128-vip-padel-vilanova/","N/A"
"Tennis Pineda Gavà","","Camí del Pinar, s/n, 08850, Barcelona","+34936330643","tenispineda@tenispineda.com","https://padelizados.es/es-es/i/272-tennis-pineda-gava/","N/A"
"Indoor Pàdel Barcelona","","Carrer de Veneçuela, 78, 08019, Barcelona","+34606091725","dpo.cliente@conversia.es","https://padelizados.es/es-es/i/937-indoor-padel-barcelona/","N/A"
"Meiland","","Carrer de la Maternitat d'Elna, 1, 08035, Barcelona","+34931767606","hola@meiland.es","https://padelizados.es/es-es/i/724-meiland/","N/A"
"CEM Maresme","","Carrer de Pallars, 484, 08019, Barcelona","+34933083553","info@cemmaresme.com","https://padelizados.es/es-es/i/1095-cem-maresme/","N/A"
"Padel Canet Club","","Carrer Riera d'en Misser, 08360, Barcelona","+34609619294","padelcanetclub@gmail.com","https://padelizados.es/es-es/i/668-padel-canet-club/","N/A"
"Pàdel Santa Susanna","","Carrer Lluis Maria Albin Sola, s/n, 08398, Barcelona","+34606121281","info@padelss.com","https://padelizados.es/es-es/i/334-padel-santa-susanna/","N/A"
"Liga de Pádel Barcelona","","Via Augusta, nº 147, 08021, Barcelona","+34633542663","hola@ligadepadelbarcelona.com","https://padelizados.es/es-es/i/1308-liga-de-padel-barcelona/","N/A"
"Siesports","","Carrer Quimica, Pol. Ind. Sant Vicenç, 16, 08755, Barcelona","+34695995327","siesports@siesports.cat","https://padelizados.es/es-es/i/461-siesports/","N/A"
"Pàdel Indoor Gironella","","Bassacs Carretera, 3B, 08680, Barcelona","+34623225887","Info@padelindoorgironella.cat","https://padelizados.es/es-es/i/1219-padel-indoor-gironella/","N/A"
"The Padel Box","","Carrer Maria Barrientos, 8, 08028, Barcelona","","hello@thepadelbox.es","https://padelizados.es/es-es/i/782-the-padel-box/","N/A"
"Pàdel Center Penedès","","Carrer Sumoi, 16, 08734, Barcelona","+34932780977","lidiacatasus@gmail.com","https://padelizados.es/es-es/i/1244-padel-center-penedes/","N/A"
"Esportiu Manyanet","","Carrer del Prat d'en Rull, 6, 08029, Barcelona","+34934395025","esportiu@lescorts.many","https://padelizados.es/es-es/i/715-esportiu-manyanet/","N/A"
"Pádel Manyanet","","Carrer del Prat d'en Rull, 6, 08029, Barcelona","+34640169844","info@padelmanyanet.com","https://padelizados.es/es-es/i/1314-padel-manyanet/","N/A"
"Wellness Point ZAL","","Av. Ports d'Europa, 100, 08040, Barcelona","+34615254509","info@wellnesspoint.es","https://padelizados.es/es-es/i/1343-wellness-point-zal/","N/A"
"Pàdel7 Sant Andreu","","Carrer de Bonaventura Gispert, 1, 08020, Barcelona","+34627944548","recepciopadel7glories@gmail.com","https://padelizados.es/es-es/i/843-padel7-sant-andreu/","N/A"
"Club Deportivo Bilbao","","Alameda de Recalde, 28, 48009, Bilbao","+34944231108","colegio@neverscooperativa.es","https://padelizados.es/es-es/i/1266-club-deportivo-bilbao/","N/A"
"Pádel Derio Club","","Larrauri Kalea, 1, 48160, Derio","+34944544732","padel@padelderio.com","https://padelizados.es/es-es/i/503-padel-derio-club/","N/A"
"Padel Bizkaia - Zamudio","","Torrelaragoiti, 48170, Zamudio","+34607405958","info@padelbizkaia.com","https://padelizados.es/es-es/i/1274-padel-bizkaia-zamudio/","N/A"
"PADEL INDOOR CENTER | Club de Padel en Barakaldo-Bilbao |","","Kareaga K., 115, 48903, Barakaldo","+34672648438","tiendapadelpic@gmail.com","https://padelizados.es/es-es/i/129-padel-indoor-center-club-de-padel-en-barakaldo-bilbao-/","N/A"
"Padeltoki","","Polígono Granada, Pabellón I, 48530, Ortuella","+34946353644","info@padeltoki.com","https://padelizados.es/es-es/i/281-padeltoki/","N/A"
"Padelko","","Poligono industrial Tabernabarri n3 A1, 48215, Iurreta","+34608701437","info@padelko.com","https://padelizados.es/es-es/i/524-padelko/","N/A"
"SOLJARD Soluciones en Jardinería, Podas-Riegos-Desbroces-Césped Ntral. y Artifcial.-Pistas padel, Instalación y Mantenimiento","","C. Real, 44, 09620, Revillarruz","+34625400970","fjespgon@gmail.com","https://padelizados.es/es-es/i/1526-soljard-soluciones-en-jardineria-podas-riegos-desbroces-cesped-ntral--y-artifcial--pistas-padel-instalacion-y-mantenimiento/","N/A"
"Puerto Sherry","","Av. de la Libertad, S/N, 11500, El Puerto de Santa María","+34956870103","reservas@hotelpuertosherry.com","https://padelizados.es/es-es/i/1123-puerto-sherry/","N/A"
"Academia Padel - ON","","Polideportivo Santa Ana, Agustín Blázquez, s/n, 11130, Chiclana de la Frontera","+34640353987","direccion@cdpadel-on.com","https://padelizados.es/es-es/i/1479-academia-padel-on/","N/A"
"Complejo Deportivo Jerez Sur","","C. Desconsuelo, s/n, 11408, Jerez de la Frontera","+34956145424","infojerez@forus.es","https://padelizados.es/es-es/i/954-complejo-deportivo-jerez-sur/","N/A"
"Heit Academy","","Sancti Petri, Avenida Octavio Augusto, 38 Centro Deportivo Hipotels, 11139, Chiclana de la Frontera","+34956497356","direccion@heitacademy.com","https://padelizados.es/es-es/i/525-heit-academy/","N/A"
"Sport-Land Xera - Instalaciones deportivas y césped artificial Jerez","","Residencial Jardines de, Av. de Nazaret, 1, local 1, 11406, Jerez de la Frontera","+34670428363","info@sportlandxera.com","https://padelizados.es/es-es/i/1571-sport-land-xera-instalaciones-deportivas-y-cesped-artificial-jerez/","N/A"
"Club Maspadel","","C. Mozart, SN, 11406, Jerez de la Frontera","+34659835130","info@clubmaspadel.com","https://padelizados.es/es-es/i/391-club-maspadel/","N/A"
"+ Q Pádel","","Ronda Norte Circunvalación, 346, 12004, Castellón de la Plana","+34633203056","masqpadelcs@gmail.com","https://padelizados.es/es-es/i/933--q-padel/","N/A"
"Sportclub Impala & Spa","","C. Astrònom Francesc Aragó, 2, 12100, Castellón de la Plana","+34964737383","info@impalasportclub.com","https://padelizados.es/es-es/i/924-sportclub-impala-spa/","N/A"
"Play Padel Indoor","","Poligono acceso sur, Carrer de Suècia, Nave 9, 12006, Castellón de la Plana","+34683287382","info@playpadelcastellon.es","https://padelizados.es/es-es/i/414-play-padel-indoor/","N/A"
"PÁDEL CENTER CASTELLÓN","","Calle Sta. Magdalena de Pulpis, 8, Bajo, 12006, Castellón de la Plana","+34608693955","masqpadelcs@gmail.com","https://padelizados.es/es-es/i/252-padel-center-castellon/","N/A"
"Pádel Castellón OkPadel Centro Deportivo","","Avinguda d'Almassora, nº37, 12005, Castellón de la Plana","+34964103203","reservas@okpadel.es","https://padelizados.es/es-es/i/597-padel-castellon-okpadel-centro-deportivo/","N/A"
"Pàdel Castalia Castelló","","C. d'Osca, 6, 12004, Castellón de la Plana","+34623256266","castellonpadelsport@gmail.com","https://padelizados.es/es-es/i/1365-padel-castalia-castello/","N/A"
"Pádel Raval","","","+34623257218","castellonpadelsport@gmail.com","https://padelizados.es/es-es/i/835-padel-raval/","N/A"
"CPS academy","","Camí de la Donació, 12100, Castellón de la Plana","+34661441150","info@cpsacademy.es","https://padelizados.es/es-es/i/935-cps-academy/","N/A"
"Sport Pàdel Borriana","","Av. d'Almassora, s/n, 12530, Burriana","+34695930089","info@sportpadelburriana.com","https://padelizados.es/es-es/i/1208-sport-padel-borriana/","N/A"
"ENTREPISTES Restaurant i pàdel","","Av. Asturias, 10, 12200, Onda","+34964914019","info@entrepistes.es","https://padelizados.es/es-es/i/205-entrepistes-restaurant-i-padel/","N/A"
"Padel encubierto","","Cam. Fanzara, 26, 12200, Onda","+34667721306","info@caldererialaplana.es","https://padelizados.es/es-es/i/1503-padel-encubierto/","N/A"
"Rincón del Pádel","","Carrer del Ciscar, 65, 46529, Canet de Berenguer","+34609873280","ferpadel@me.com","https://padelizados.es/es-es/i/781-rincon-del-padel/","N/A"
"Restaurante El Faro de Canet","","Carrer Mariano Benlliure, 18, 46529, Canet de Berenguer","+34665835240","info@complejoelfaro.com","https://padelizados.es/es-es/i/1048-restaurante-el-faro-de-canet/","N/A"
"Club Deportivo Las Fuentes","","C. Jai Alai, 15, 12579, Alcossebre","+34633878428","clubdeportivolasfuentes@gmail.com","https://padelizados.es/es-es/i/1406-club-deportivo-las-fuentes/","N/A"
"Body Factory","","Av. Ramón Puyol, S/N, 11202, Algeciras","+34956639883","algeciras@bodyfactory.es","https://padelizados.es/es-es/i/720-body-factory/","N/A"
"PÁDEL BRAND S.L.","","Ctra. Cádiz Ctra. A, KM 109, 11202, Algeciras","+34856621133","info@padelbrand.es","https://padelizados.es/es-es/i/797-padel-brand-s-l/","N/A"
"Club de Ocio Nudos","","Carretera Nacional 430, km 304, 13005, Ciudad Real","+34639611204","soporte@ovh.es","https://padelizados.es/es-es/i/675-club-de-ocio-nudos/","N/A"
"CLUB DE TENIS MANZANARES.","","Cam. Cristo de las Agonías, 11, 13200, Ciudad Real","+34926613029","contacto@clubdetenismanzanares.com","https://padelizados.es/es-es/i/479-club-de-tenis-manzanares/","N/A"
"Pádel Bibiertas","","C. Campo de Criptana, 6, 13005, Ciudad Real","+34637321382","fernandofuentesmateos@gmail.com","https://padelizados.es/es-es/i/1272-padel-bibiertas/","N/A"
"Pádel Center Carlos J","","C/ Murcia 63, Polígono Industrial, C. las Viñas, 13420, Malagón","+34634290231","info@padelcentercj.com","https://padelizados.es/es-es/i/820-padel-center-carlos-j/","N/A"
"Stock Padel Córdoba","","C/ María Montessori, 7, 14011, Córdoba","+34682897989","info@stockpadel.com","https://padelizados.es/es-es/i/163-stock-padel-cordoba/","N/A"
"Open Arena","","C. Escritora Maria Goyri, s/n, 14005, Córdoba","+34957236485","info@openarena.es","https://padelizados.es/es-es/i/917-open-arena/","N/A"
"Ibaeta Padel Trinketea","","Igara Bidea, 71, 20018, Donostia / San Sebastián","+34943213644","trinketeibaeta@hotmail.com","https://padelizados.es/es-es/i/392-ibaeta-padel-trinketea/","N/A"
"Pádel 21 Astigarraga","","Oialume Bidea, 37, 20115, Astigarraga","+34611444708","admin@padel21asti.com","https://padelizados.es/es-es/i/832-padel-21-astigarraga/","N/A"
"Padel Indoor Oarso","","Egiburuberri Pasealekua Ibilbidea, 15, A, 20100, Errenteria","+34943788081","info@padeloarso.com","https://padelizados.es/es-es/i/1322-padel-indoor-oarso/","N/A"
"padel indoor bidasoa","","Bidaurre-Ureder, 45, BJ G, 20305, Irun","+34943574856","info@padelindoorbidasoa.com","https://padelizados.es/es-es/i/492-padel-indoor-bidasoa/","N/A"
"Orioko Karela Kiroldegia","","Erribera Kalea, 1, 20810, Orio","+34943894428","bpxport@bpxport.es","https://padelizados.es/es-es/i/1513-orioko-karela-kiroldegia/","N/A"
"Hondartza Kiroldegia","","Foru Kalea, s/n, 20280, Hondarribia","+34943647137","dpo@gfmservicios.com","https://padelizados.es/es-es/i/1229-hondartza-kiroldegia/","N/A"
"Padel Urola","","Anardi Area Aldea, 3, 20730, Azpeitia","+34669904046","info@apuntat.com","https://padelizados.es/es-es/i/1018-padel-urola/","N/A"
"Serres de Pals Golf & Sport Club","","Mas Gelabert, 17256, Girona","+34972117106","info@serresdepals.com","https://padelizados.es/es-es/i/1083-serres-de-pals-golf-sport-club/","N/A"
"PADEL GIRONA UALA","","Carrer Can Pau Birol, 11, 17005, Girona","+34662313098","info@padelgirona.com","https://padelizados.es/es-es/i/257-padel-girona-uala/","N/A"
"Gipadel Padel Indoor Girona","","Carrer Joeria Petita, 2B, 17007, Girona","+34872220808","info@gipadel.com","https://padelizados.es/es-es/i/464-gipadel-padel-indoor-girona/","N/A"
"x3 Club Girona Padel","","Ctra. Cartellà s/n Pol. Ind. Jueria, 17150, Girona","+34972111111","x3@x3padel.com","https://padelizados.es/es-es/i/888-x3-club-girona-padel/","N/A"
"Pàdel Riudellots 2","","Avinguda del Mas Pins, 114, 17457, Riudellots de la Selva","+34972909030","info@padelriudellots.com","https://padelizados.es/es-es/i/999-padel-riudellots-2/","N/A"
"Pàdel Riudellots","","Polígon Polingesa, Avinguda Mas Vilà, 59, 17457, Riudellots de la Selva","+34972909030","info@padelriudellots.com","https://padelizados.es/es-es/i/472-padel-riudellots/","N/A"
"Pitch & putt Franciac","","N-2, km 703, 17456, Caldes de Malavella","+34972471028","info@golffranciac.com","https://padelizados.es/es-es/i/1066-pitch-putt-franciac/","N/A"
"Pàdel Estany","","Passeig de la Indústria, s/n, 17834, Porqueres","+34972092212","info@padelestany.cat","https://padelizados.es/es-es/i/704-padel-estany/","N/A"
"Pàdel Gualta GC Sports","","Carretera de Torroella de Montgrí a, Km 1, 17257, Gualta","+34691542243","info@gualta.com","https://padelizados.es/es-es/i/855-padel-gualta-gc-sports/","N/A"
"Mas de Torrent Hotel & Spa","","Afueras de Torrent, S/N, 17123, Torrent","+34972303292","info@mastorrent.com","https://padelizados.es/es-es/i/755-mas-de-torrent-hotel-spa/","N/A"
"Club de Tennis Calonge","","Carrer de les Escoles, 4, 17251, Calonge","+34640297752","tenniscalonge@gmail.com","https://padelizados.es/es-es/i/536-club-de-tennis-calonge/","N/A"
"Club Tennis d´Aro","","Lugar Urbanització la Gramoia del Puig Platja d´Aro, s/n, 17250, Sant Feliu de Guíxols","+34972190533","info@clubtennisdaro.com","https://padelizados.es/es-es/i/214-club-tennis-daro/","N/A"
"La Salada Padel & Tennis","","Ronda Narcís Massanas, 71, 17220, Sant Feliu de Guíxols","+34656489468","padeltennis@lasalada.cat","https://padelizados.es/es-es/i/625-la-salada-padel-tennis/","N/A"
"MÉS Esport i Salut","","Avinguda de la Verge de Núria, S/n, 17252, Sant Antoni de Calonge","+34972652810","reserves@mesgavarres.com","https://padelizados.es/es-es/i/1168-mes-esport-i-salut/","N/A"
"Club Tennis Costa Brava","","Camí Ral, 3, 17253, Mont-ras","+34972308172","info@clubtenniscostabrava.com","https://padelizados.es/es-es/i/305-club-tennis-costa-brava/","N/A"
"Colònies Canyelles","","Av. Canyelles, 25, 17310, Lloret de Mar","+34972365678","info@coloniescanyelles.com","https://padelizados.es/es-es/i/1231-colonies-canyelles/","N/A"
"Padel and Go","","Av. del Rieral, 22, 17310, Lloret de Mar","+34664687525","booking@padelandgo.com","https://padelizados.es/es-es/i/1606-padel-and-go/","N/A"
"La Piscina de Lloret","","Av. del Rieral, 22, 17310, Lloret de Mar","+34972364384","piscina@lloret.cat","https://padelizados.es/es-es/i/889-la-piscina-de-lloret/","N/A"
"Minigolf bar Montplà. Pàdel. Tennis.","","Carretera de Torroella, 17258, L'Estartit","+34972751002","montpla.estartit@gmail.com","https://padelizados.es/es-es/i/759-minigolf-bar-montpla--padel--tennis/","N/A"
"Club Tennis Llafranc","","Avenida Jesús Serra Santamans, 15-17, 17211, Llafranc","+34972302308","info@tenisllafranc.cat","https://padelizados.es/es-es/i/312-club-tennis-llafranc/","N/A"
"BeOne Fitness & Sport","","Paseo da Praia Fluvial, S/N, 32001, Ourense","+34988218600","ourense@beone.es","https://padelizados.es/es-es/i/1190-beone-fitness-sport/","N/A"
"Campus Padel Club","","C. Menéndez Pelayo, s/n, 18007, Granada","+34630891907","info@campuspadelclub.es","https://padelizados.es/es-es/i/251-campus-padel-club/","N/A"
"Polideportivo Genil","","P.º de los Basilios, 2, 18008, Granada","+34699810981","reservas@polideportivogenil.es","https://padelizados.es/es-es/i/1541-polideportivo-genil/","N/A"
"Padel Sport Granada Indoor","","18100, Armilla","+34606145849","info@gestimars.com","https://padelizados.es/es-es/i/186-padel-sport-granada-indoor/","N/A"
"Sport Club La Hípica","","Pje. de San José, km 2, 18004, Churriana de la Vega","+34676751465","sportclub.hipica@gmail.com","https://padelizados.es/es-es/i/691-sport-club-la-hipica/","N/A"
"Pádel7","","Carr. Sevilla, 28W, 21007, Huelva","+34683519052","info@padel7.com","https://padelizados.es/es-es/i/370-padel7/","N/A"
"Forus Huelva (C.D. El Saladillo)","","Av. Honduras, s/n, 21007, Huelva","+34959270115","infohuelva@forus.es","https://padelizados.es/es-es/i/666-forus-huelva-c-d--el-saladillo/","N/A"
"Albergue Inturjoven Punta Umbria","","Av. del Océano, 13, 21100, Punta Umbría","+34955181181","resrvas.itj@jundadeandalucia.es","https://padelizados.es/es-es/i/1122-albergue-inturjoven-punta-umbria/","N/A"
"Club Deportivo Pinares (Sede Pinares de Lepe)","","Urbanización Pinares de Lepe, Calle Albahaca, s/n, 21440, Lepe","+34630315634","info@pinaresdelepe.com","https://padelizados.es/es-es/i/470-club-deportivo-pinares-sede-pinares-de-lepe/","N/A"
"Club Deportivo Pinares (See Islantilla)","","Avenida de Isla Cristina s/n, 21449, Lepe","+34630315634","info@pinaresdelepe.com","https://padelizados.es/es-es/i/653-club-deportivo-pinares-see-islantilla/","N/A"
"Indoor Huesca","","C. Siderurgia, 1, Nave 68, 22006, Huesca","+34974234247","info@indoorhuesca.com","https://padelizados.es/es-es/i/397-indoor-huesca/","N/A"
"Complejo La Veguilla","","A-312, Km 79, 23340, Jaén","+34953425482","reservas@laveguilla.es","https://padelizados.es/es-es/i/887-complejo-la-veguilla/","N/A"
"MAFEMA","","Ctra. los Villares, km 3, 23740, Jaén","+34678541181","fernandomafema@gmail.com","https://padelizados.es/es-es/i/237-mafema/","N/A"
"Padel Indoor Jaén","","C. Carmen de Michelena, 4, 23009, Jaén","+34953369684","ejemplo@correo.com","https://padelizados.es/es-es/i/395-padel-indoor-jaen/","N/A"
"Padel Premium","","C. Beas de Segura, 12, 23009, Jaén","+34953284109","info@padelpremium.com","https://padelizados.es/es-es/i/433-padel-premium/","N/A"
"Pistas de Pádel N-323A Altos del Puente Nuevo","","C. Vega del Molinero, 82, 23009, Jaén","+34617399647","ayuntamiento@laguardiadejaen.es","https://padelizados.es/es-es/i/1620-pistas-de-padel-n-323a-altos-del-puente-nuevo/","N/A"
"Complejo deportivo Eras de San Sebastián","","C. Torrejón, S/N, 23170, Mancha Real","+34607806963","ayuntamiento@laguardiadejaen.es","https://padelizados.es/es-es/i/1359-complejo-deportivo-eras-de-san-sebastian/","N/A"
"FUNPADEL","","C. Torredonjimeno, 14, 23640, Torredelcampo","+34608168669","contacto@funpadel.es","https://padelizados.es/es-es/i/841-funpadel/","N/A"
"Club de Padel Los Villares","","23160, Los Villares","+34667927186","demo@fdsusi.es","https://padelizados.es/es-es/i/813-club-de-padel-los-villares/","N/A"
"Sport Goli","","Pol. Ind. Mirabueno, C. Méjico, 2, 23650, Torredonjimeno","","demo@fdsusi.es","https://padelizados.es/es-es/i/1432-sport-goli/","N/A"
"Smash Padel Martos","","C. Torneros, 9, 23600, Martos","+34655987451","demo@fdsusi.es","https://padelizados.es/es-es/i/500-smash-padel-martos/","N/A"
"Olímpico de León","","C. Justino Azcarate, 1, 24008, León","+34987495547","info@olimpicodeleon.com","https://padelizados.es/es-es/i/646-olimpico-de-leon/","N/A"
"Pádel Park León","","P.º el Parque, s/n, 24005, León","+34987261234","info@padelparkleon.com","https://padelizados.es/es-es/i/182-padel-park-leon/","N/A"
"Padelprix Oalma León","","P.I. La Lastra C/ Fuente Sublantina s/n, Bloque 2Q, 24005, León","+34663031717","20tenis5leon@padelprix.com","https://padelizados.es/es-es/i/778-padelprix-oalma-leon/","N/A"
"Casa León S.D.R.","","Av. San Ignacio de Loyola, 24191, San Andrés del Rabanedo","+34987237378","oficina@casaleon.es","https://padelizados.es/es-es/i/302-casa-leon-s-d-r/","N/A"
"Pista De Padel De Villacelama","","LE-512, 47, 24225, Villanueva de las Manzanas","+34987310306","villacelama@websdepadel.com","https://padelizados.es/es-es/i/1509-pista-de-padel-de-villacelama/","N/A"
"Club Tennis Lleida","","Camí Boixadors, 60, 25198, Lleida","+34973240010","docencia@fcpadel.cat","https://padelizados.es/es-es/i/203-club-tennis-lleida/","N/A"
"Sícoris Club","","Carrer Sícoris, 45, 25001, Lleida","+34973204329","info@sicorisclub.com","https://padelizados.es/es-es/i/181-sicoris-club/","N/A"
