"Nombre","Pistas","Dirección","Teléfono","Correo","Página Web","Plataforma de Reserva"
"Deportes Match","","Calle Dr. Isidoro de Sevilla, 86, 03009, Alicante","+34965420082","info@deportesmatch.com","https://padelizados.es/es-es/i/748-deportes-match/","N/A"
"Sportclub Alicante - Gimnasio y club deportivo familiar al aire libre","","Partida de Orgegia, s/n, 03015, Alicante","+34966613906","info@sportclubalicante.com","https://padelizados.es/es-es/i/733-sportclub-alicante-gimnasio-y-club-deportivo-familiar-al-aire-libre/","N/A"
"Club Atlético Montemar","","Carrer Virgili, 25, 03016, Alicante","+34965159426","info@camontemar.com","https://padelizados.es/es-es/i/55-club-atletico-montemar/","N/A"
"Club Deportivo Arena Alicante","","Av. del Locutor Vicente Hipólito, s/n, 03540, Alicante","+34965943406","info@arenaalicante.com","https://padelizados.es/es-es/i/92-club-deportivo-arena-alicante/","N/A"
"Pàdel Prèmium Alacant","","C. Sagitario, 3, 03006, Alicante","+34654558539","","https://padelizados.es/es-es/i/250-padel-premium-alacant/","N/A"
"Bela Padel Center Alicante","","Av. del Locutor Vicente Hipólito, S/N, 03540, Alicante","+34638928847","info.alicante@belapadelcenter.com","https://padelizados.es/es-es/i/1135-bela-padel-center-alicante/","N/A"
"PADELUXE EXPERIENCE","","Carrera l'del Asteroide, 32, 03007, Alicante","+34699915601","","https://padelizados.es/es-es/i/519-padeluxe-experience/","N/A"
"Padel Nostrum Alicante","","Av. Mare Nostrum, 6, 03007, Alicante","+34633882525","cpnostrum@gmail.com","https://padelizados.es/es-es/i/1131-padel-nostrum-alicante/","N/A"
"Club Deportivo Stadio Alicante","","Calle Arpón, C. Trident, s/n, 03540, Alicante","+34965150969","","https://padelizados.es/es-es/i/314-club-deportivo-stadio-alicante/","N/A"
"Pedreguer Pàdel Cobert","","Av. les Indústries, 28, 03750, Alicante","+34615377568","pedreguerpadelcobert@gmail.com","https://padelizados.es/es-es/i/1217-pedreguer-padel-cobert/","N/A"
"Club de Tenis Alacant","","C. Med Jorge Serrano Mate, 21, 03112, Alicante","+34679014766","iner@inerenergia.es","https://padelizados.es/es-es/i/462-club-de-tenis-alacant/","N/A"
"Club De Tenis Ch2 La Marina | Tennis & Padel","","Sendero de la Barrina, s/n, 03580, Alicante","+34622674996","chcontreras@ch2racket.com","https://padelizados.es/es-es/i/1294-club-de-tenis-ch2-la-marina-tennis-padel/","N/A"
"Club social Padel Pau 5","","Av. Conrado Albaladejo, 46, 03540, Alicante","+34626029602","","https://padelizados.es/es-es/i/943-club-social-padel-pau-5/","N/A"
"Piscina Cubierta Municipal Villajoyosa &quot;El pantà&quot;","","Partida Alcocons, s/n, 03570, Alicante","+34655140799","","https://padelizados.es/es-es/i/1405-piscina-cubierta-municipal-villajoyosa-el-panta/","N/A"
"Spain Padel Experiences","","C. Arpón, 13, 03540, Alicante","+34641374661","contact@spainpadelexperiences.com","https://padelizados.es/es-es/i/1081-spain-padel-experiences/","N/A"
"Section Tennis Club Swimming Almería","","Cam. Jaúl Bajo, 3, 04007, Almería","+34950222579","info@cnalmeria.com","https://padelizados.es/es-es/i/178-section-tennis-club-swimming-almeria/","N/A"
"ProPadel Indoor Club","","C. Benitagla, 42, 04007, Almería","+34613954095","propadelindoorclub@gmail.com","https://padelizados.es/es-es/i/1119-propadel-indoor-club/","N/A"
"Padel Club Indoor El Ejido","","Pol. Ind. la Redonda, Dentro de Club de Padel Indoor, C. III, 45, 04710, Almería","+34672835898","","https://padelizados.es/es-es/i/436-padel-club-indoor-el-ejido/","N/A"
"Club de Mar Almería","","C. Ángel Jover, 1, 04007, Almería","+34950230780","cmaac@clubdemaralmeria.es","https://padelizados.es/es-es/i/534-club-de-mar-almeria/","N/A"
"Padel Aguadulce","","Pl. Caribe, 2, 04720, Almería","+34608819955","clubdepadelaguadulce48@gmail.com","https://padelizados.es/es-es/i/425-padel-aguadulce/","N/A"
"Colors Padel","","Av. de la Cruz, 11, 04008, Almería","+34653482895","","https://padelizados.es/es-es/i/444-colors-padel/","N/A"
"Liceo Sport Club","","12 bis, C. Adolfo Marsillach, 12, 04007, Almería","+34673575080","","https://padelizados.es/es-es/i/1372-liceo-sport-club/","N/A"
"Escuela Pádel Almería","","C. Benitagla, 42, 04007, Almería","+34639452925","escuelapadelalmeria@gmail.com","https://padelizados.es/es-es/i/1112-escuela-padel-almeria/","N/A"
"Padel Juan","","04140,, Almería","","","https://padelizados.es/es-es/i/1604-padel-juan/","N/A"
"ALMERIA TENNIS CLUB","","Av. de la Alpujarra, 5, 04230, Huércal de Almería","+34950300104","deportes@clubdetenisalmeria.com","https://padelizados.es/es-es/i/275-almeria-tennis-club/","N/A"
"Plaza Caribe","","C. Cerezo, 0, 04720, Aguadulce","+34950550210","","https://padelizados.es/es-es/i/1010-plaza-caribe/","N/A"
"Municipal Pool El Parador - CDU Juan González Fernández","","Camino de la piscina, s/n, 04740, Roquetas de Mar","+34950343828","","https://padelizados.es/es-es/i/1133-municipal-pool-el-parador-cdu-juan-gonzalez-fernandez/","N/A"
"La Cubierta Padel","","C. Plateros, 4, 04738, Vícar","+34950100323","lacubiertapadel@gmail.com","https://padelizados.es/es-es/i/330-la-cubierta-padel/","N/A"
"Tres60 Ocio y Deporte","","C. Pintor Caprotti, 24, 05004, Ávila","+34920242957","","https://padelizados.es/es-es/i/1087-tres60-ocio-y-deporte/","N/A"
"Camping Prados Abiertos in Gredos","","Camping Prados Abiertos, N-502, km 72, 05410, Ávila","+34608800207","info@pradosabiertos.com","https://padelizados.es/es-es/i/871-camping-prados-abiertos-in-gredos/","N/A"
"Home Pádel Ávila","","PADEL HOME, C. Río Esla, 48, 05004, Ávila","+34920256342","","https://padelizados.es/es-es/i/404-home-padel-avila/","N/A"
"ZACAPADEL","","C. Cesteros, 6A, 28680, San Martín de Valdeiglesias","+34692189245","zacapadel@gmail.com","https://padelizados.es/es-es/i/1313-zacapadel/","N/A"
"Padel Indoor Puente Real","","Av. de Elvas, 57, 06006, Badajoz","+34924434779","info@padelindoorpuentereal.es","https://padelizados.es/es-es/i/332-padel-indoor-puente-real/","N/A"
"Padel Indoor La Cañada","","km 300, Ctra. Valverde, 5, 06010, Badajoz","+34666720723","geslacanada@gmail.com","https://padelizados.es/es-es/i/520-padel-indoor-la-canada/","N/A"
"Pádel Gévora","","Diseminado Calatraveja, 4, 06180, Badajoz","","","https://padelizados.es/es-es/i/1451-padel-gevora/","N/A"
"Pista de pádel de Gévora","","06180, Badajoz","","","https://padelizados.es/es-es/i/1552-pista-de-padel-de-gevora/","N/A"
"Padel Montijo","","C. Bonifacio Gil, 2A, 06480, Montijo","+34609834640","","https://padelizados.es/es-es/i/741-padel-montijo/","N/A"
"Vall Parc: Club de Padel y Tenis en Barcelona","","Carretera de l' Arrabassada, 107, 127, 08035, Barcelona","+34932126789","info@vallparc.com","https://padelizados.es/es-es/i/64-vall-parc-club-de-padel-y-tenis-en-barcelona/","N/A"
"David Lloyd Turó","","Av. Diagonal, 673-685, 08028, Barcelona","+34933342012","Barcelona@davidlloyd.es","https://padelizados.es/es-es/i/605-david-lloyd-turo/","N/A"
"DiR Campus","","Av. Dr. Marañón, 17, 08028, Barcelona","+34934484141","","https://padelizados.es/es-es/i/588-dir-campus/","N/A"
"Munay Club Viladecans","","Cami Serral-llarg, 12, 08840, Barcelona","+34937969043","","https://padelizados.es/es-es/i/1127-munay-club-viladecans/","N/A"
"Nick Club Pàdel Barcelona","","Carrer de Campoamor, 66, 08031, Barcelona","+34605671355","sales@yoursite.com","https://padelizados.es/es-es/i/604-nick-club-padel-barcelona/","N/A"
"Bonasport Club Esportiu","","Carrer de Vista Bella, 11, 08022, Barcelona","+34932541500","","https://padelizados.es/es-es/i/158-bonasport-club-esportiu/","N/A"
"Fairplay Padel Club","","Carrer del Foc, 2, 08038, Barcelona","+34693525939","info@hostinger.fair","https://padelizados.es/es-es/i/67-fairplay-padel-club/","N/A"
"Diagonal DiR","","Carrer de Ganduxer, 25, 08021, Barcelona","+34932022202","","https://padelizados.es/es-es/i/584-diagonal-dir/","N/A"
"Nova Icària Esport & Fit","","Av. d'Icària, 167, 08005, Barcelona","+34932212580","sara@novaicaria.com","https://padelizados.es/es-es/i/226-nova-icaria-esport-fit/","N/A"
"Augusta Pàdel St. Cugat","","Av. de la Guinardera, 11 -13, 08174, Barcelona","+34630927501","","https://padelizados.es/es-es/i/87-augusta-padel-st--cugat/","N/A"
"Claror Can Caralleu Centre Esportiu","","Carrer dels Esports, 2, 8, 08017, Barcelona","+34932037874","","https://padelizados.es/es-es/i/603-claror-can-caralleu-centre-esportiu/","N/A"
"DiR Castillejos","","Carrer de los Castillejos, 388, 08025, Barcelona","+34933476644","","https://padelizados.es/es-es/i/576-dir-castillejos/","N/A"
"Putxet Sport","","Carrer de Marmellà, 23, 08023, Barcelona","+34931151990","info@essenciaputxet.com","https://padelizados.es/es-es/i/860-putxet-sport/","N/A"
"Club Tennis Barcino","","Plaça de Narcisa Freixas, 2, 08022, Barcelona","+34934170805","","https://padelizados.es/es-es/i/156-club-tennis-barcino/","N/A"
"Reial Societat de Tennis Pompeia","","Carrer de la Foixarda, 2, 16, 08038, Barcelona","+34933251348","administracion@rstpompeya.com","https://padelizados.es/es-es/i/211-reial-societat-de-tennis-pompeia/","N/A"
"DiR Hispà","","Carrer de Jorge Manrique, 15-19, 08035, Barcelona","+34934270050","info@dir.cat","https://padelizados.es/es-es/i/608-dir-hispa/","N/A"
"Artós Sports Club","","Carrer dels Vergós, 67, 08017, Barcelona","+34931162118","info@artossportsclub.com","https://padelizados.es/es-es/i/139-artos-sports-club/","N/A"
"FES PADEL Can Dragó","","Carrer de Rosselló i Pòrcel, 7, 08016, Barcelona","+34626738045","","https://padelizados.es/es-es/i/223-fes-padel-can-drago/","N/A"
"Club de Tennis i Pàdel Olímpia","","Carrer del Perú, 215, 08020, Barcelona","+34932662395","info@cemolimpia.com","https://padelizados.es/es-es/i/116-club-de-tennis-i-padel-olimpia/","N/A"
"Club Natació Sant Andreu","","Rambla de Fabra i Puig, 47, 08030, Barcelona","+34933456789","cursa@cnsantandreu.com","https://padelizados.es/es-es/i/591-club-natacio-sant-andreu/","N/A"
"CN Montjuïc","","Carrer del Segura, 36 | Accés peatonal per C/ De la Mare de Déu de port |, 08038, Barcelona","+34933318288","cnm@cnmontjuic.cat","https://padelizados.es/es-es/i/123-cn-montjuic/","N/A"
"Vip Pàdel Vilanova","","Can Rabassa, Camí de Vilassar, S/N, 08410, Barcelona","+34936394826","info@vippadelvilanova.com","https://padelizados.es/es-es/i/1128-vip-padel-vilanova/","N/A"
"Tennis Pineda Gavà","","Camí del Pinar, s/n, 08850, Barcelona","+34936330643","tenispineda@tenispineda.com","https://padelizados.es/es-es/i/272-tennis-pineda-gava/","N/A"
"Indoor Pàdel Barcelona","","Carrer de Veneçuela, 78, 08019, Barcelona","+34606091725","dpo.cliente@conversia.es","https://padelizados.es/es-es/i/937-indoor-padel-barcelona/","N/A"
"Meiland","","Carrer de la Maternitat d'Elna, 1, 08035, Barcelona","+34931767606","hola@meiland.es","https://padelizados.es/es-es/i/724-meiland/","N/A"
"CEM Maresme","","Carrer de Pallars, 484, 08019, Barcelona","+34933083553","info@cemmaresme.com","https://padelizados.es/es-es/i/1095-cem-maresme/","N/A"
"Padel Canet Club","","Carrer Riera d'en Misser, 08360, Barcelona","+34609619294","padelcanetclub@gmail.com","https://padelizados.es/es-es/i/668-padel-canet-club/","N/A"
"Pàdel Santa Susanna","","Carrer Lluis Maria Albin Sola, s/n, 08398, Barcelona","+34606121281","info@padelss.com","https://padelizados.es/es-es/i/334-padel-santa-susanna/","N/A"
"+Kpàdel","","Avinguda Madrid, 08711, Barcelona","+34602219810","nxxarcm@arcmultimedia.cat","https://padelizados.es/es-es/i/337-kpadel/","N/A"
"Liga de Pádel Barcelona","","Via Augusta, nº 147, 08021, Barcelona","+34633542663","hola@ligadepadelbarcelona.com","https://padelizados.es/es-es/i/1308-liga-de-padel-barcelona/","N/A"
"Siesports","","Carrer Quimica, Pol. Ind. Sant Vicenç, 16, 08755, Barcelona","+34695995327","siesports@siesports.cat","https://padelizados.es/es-es/i/461-siesports/","N/A"
"Pàdel Indoor Gironella","","Bassacs Carretera, 3B, 08680, Barcelona","+34623225887","Info@padelindoorgironella.cat","https://padelizados.es/es-es/i/1219-padel-indoor-gironella/","N/A"
"Unopadel - Meiland","","Carrer de la Maternitat d'Elna, 1, 08035, Barcelona","+34667162907","","https://padelizados.es/es-es/i/1241-unopadel-meiland/","N/A"
"Padelviu","","Carrer de Binèfar, 15, 08020, Barcelona","+34933054959","","https://padelizados.es/es-es/i/618-padelviu/","N/A"
"The Padel Box","","Carrer Maria Barrientos, 8, 08028, Barcelona","","hello@thepadelbox.es","https://padelizados.es/es-es/i/782-the-padel-box/","N/A"
"Pàdel Center Penedès","","Carrer Sumoi, 16, 08734, Barcelona","+34932780977","lidiacatasus@gmail.com","https://padelizados.es/es-es/i/1244-padel-center-penedes/","N/A"
"Tenis Meridiana","","Carrer de Can Ros, 26, 08027, Barcelona","+34934087669","","https://padelizados.es/es-es/i/1232-tenis-meridiana/","N/A"
"Esportiu Manyanet","","Carrer del Prat d'en Rull, 6, 08029, Barcelona","+34934395025","esportiu@lescorts.many","https://padelizados.es/es-es/i/715-esportiu-manyanet/","N/A"
"Club Tennis Piera","","C/ de Ca n'Aguilera s/n, 08784, Barcelona","+34605962437","","https://padelizados.es/es-es/i/1268-club-tennis-piera/","N/A"
"Pádel Manyanet","","Carrer del Prat d'en Rull, 6, 08029, Barcelona","+34640169844","info@padelmanyanet.com","https://padelizados.es/es-es/i/1314-padel-manyanet/","N/A"
"Wellness Point ZAL","","Av. Ports d'Europa, 100, 08040, Barcelona","+34615254509","info@wellnesspoint.es","https://padelizados.es/es-es/i/1343-wellness-point-zal/","N/A"
"PÀDEL - EL MIRADOR DE CÀNOVES I SAMALÚS","","Carrer de Cànoves, 368, 08445, Barcelona","+34600094073","","https://padelizados.es/es-es/i/1299-padel-el-mirador-de-canoves-i-samalus/","N/A"
"Let’s Padel","","Carrer del Segura, 36, 08038, Barcelona","+34933318288","","https://padelizados.es/es-es/i/858-lets-padel/","N/A"
"Pàdel Teixonera","","Carrer de Coll i Alentorn, 12, 08035, Barcelona","+34932749849","","https://padelizados.es/es-es/i/1495-padel-teixonera/","N/A"
"Don Caballo-Haven 1738","","Camí de Vilassar, 08410, Barcelona","+34670684785","","https://padelizados.es/es-es/i/1527-don-caballo-haven-1738/","N/A"
"Pàdel7 Sant Andreu","","Carrer de Bonaventura Gispert, 1, 08020, Barcelona","+34627944548","recepciopadel7glories@gmail.com","https://padelizados.es/es-es/i/843-padel7-sant-andreu/","N/A"
"Unopadel - Teixonera","","Carrer de la Granja Vella, 10, 08035, Barcelona","+34667162907","","https://padelizados.es/es-es/i/1416-unopadel-teixonera/","N/A"
"Club Pàdel Subirats","","C-243b, 08739, Barcelona","","","https://padelizados.es/es-es/i/1445-club-padel-subirats/","N/A"
"DONPADEL","","Camí de Vilassar, 08410, Barcelona","+34691482154","mail@example.com","https://padelizados.es/es-es/i/1582-donpadel/","N/A"
"Club Deportivo Bilbao","","Alameda de Recalde, 28, 48009, Bilbao","+34944231108","colegio@neverscooperativa.es","https://padelizados.es/es-es/i/1266-club-deportivo-bilbao/","N/A"
"Club Deportivo Landabarri","","Gaztañatxu Kalea, 16, 48170, Etxebarri","+34687775683","","https://padelizados.es/es-es/i/1182-club-deportivo-landabarri/","N/A"
"Pádel Derio Club","","Larrauri Kalea, 1, 48160, Derio","+34944544732","padel@padelderio.com","https://padelizados.es/es-es/i/503-padel-derio-club/","N/A"
"Padel Pistak","","Santa Luzia Bidea, 5, 48180, Erandio","","","https://padelizados.es/es-es/i/1501-padel-pistak/","N/A"
"Padel Bizkaia - Zamudio","","Torrelaragoiti, 48170, Zamudio","+34607405958","info@padelbizkaia.com","https://padelizados.es/es-es/i/1274-padel-bizkaia-zamudio/","N/A"
"Bilbao Padel Indoor (BPI)","","Torrelaragoiti, 7A, 48170, Zamudio","+34675208533","","https://padelizados.es/es-es/i/427-bilbao-padel-indoor-bpi/","N/A"
"PADEL INDOOR CENTER | Club de Padel en Barakaldo-Bilbao |","","Kareaga K., 115, 48903, Barakaldo","+34672648438","tiendapadelpic@gmail.com","https://padelizados.es/es-es/i/129-padel-indoor-center-club-de-padel-en-barakaldo-bilbao-/","N/A"
"Padeltoki","","Polígono Granada, Pabellón I, 48530, Ortuella","+34946353644","info@padeltoki.com","https://padelizados.es/es-es/i/281-padeltoki/","N/A"
"Club de Tenis y Pádel Kaialde de Santurtzi","","Reina Victoria Ibilbidea, 48980, Santurtzi","","","https://padelizados.es/es-es/i/1077-club-de-tenis-y-padel-kaialde-de-santurtzi/","N/A"
"Fadura Indoor Padel Courts","","Salsidualde Estarta, 7, 48991, Getxo","","","https://padelizados.es/es-es/i/1511-fadura-indoor-padel-courts/","N/A"
"World Padel Gatika","","Naves 5-6, 48110, Mungia","+34658098600","","https://padelizados.es/es-es/i/920-world-padel-gatika/","N/A"
"Padelko","","Poligono industrial Tabernabarri n3 A1, 48215, Iurreta","+34608701437","info@padelko.com","https://padelizados.es/es-es/i/524-padelko/","N/A"
"Padel Six Burgos","","Pol. Ind. Taglosa, naves Taglosa, 2-A, 09007, Burgos","+34620395847","","https://padelizados.es/es-es/i/475-padel-six-burgos/","N/A"
"+Padel","","Calle Condado de Treviño, 67 naves 34-35, 09001, Burgos","+34623403412","","https://padelizados.es/es-es/i/648-padel/","N/A"
"SOLJARD Soluciones en Jardinería, Podas-Riegos-Desbroces-Césped Ntral. y Artifcial.-Pistas padel, Instalación y Mantenimiento","","C. Real, 44, 09620, Revillarruz","+34625400970","fjespgon@gmail.com","https://padelizados.es/es-es/i/1526-soljard-soluciones-en-jardineria-podas-riegos-desbroces-cesped-ntral--y-artifcial--pistas-padel-instalacion-y-mantenimiento/","N/A"
"Padel Cadiz","","Vía de Alemania, S/N, 11011, Cádiz","+34618782911","","https://padelizados.es/es-es/i/1146-padel-cadiz/","N/A"
"Padel Indoor","","Poligono la Zorrera, Cádiz","+34683632476","","https://padelizados.es/es-es/i/746-padel-indoor/","N/A"
"Club Todopadel","","C. Francia, 12, 11519, Puerto Real","+34662674875","","https://padelizados.es/es-es/i/732-club-todopadel/","N/A"
"Puerto Sherry","","Av. de la Libertad, S/N, 11500, El Puerto de Santa María","+34956870103","reservas@hotelpuertosherry.com","https://padelizados.es/es-es/i/1123-puerto-sherry/","N/A"
"Club de Padel Puerto Sherry","","Av. de la Libertad, S/N, 11500, El Puerto de Santa María","+34637468253","","https://padelizados.es/es-es/i/208-club-de-padel-puerto-sherry/","N/A"
"Adesport Club Padel","","El Pinar, C. Teresa de Calcuta, 70, 11510, Puerto Real","+34694483300","","https://padelizados.es/es-es/i/602-adesport-club-padel/","N/A"
"+QPADEL","","C. Mecánicos, 5, 11100, San Fernando","+34647705157","","https://padelizados.es/es-es/i/402-qpadel/","N/A"
"ESCUELA DE PADEL LAS MARÍAS","","Sta. Maria de la Cabeza, s/n, 11500, El Puerto de Santa María","+34956859737","","https://padelizados.es/es-es/i/365-escuela-de-padel-las-marias/","N/A"
"club de padel la cancha","","A-491, KM. 21, 5, 11500, El Puerto de Santa María","+34682015090","","https://padelizados.es/es-es/i/762-club-de-padel-la-cancha/","N/A"
"Centro Deportivo Liceo","","Av. de la Marina, S/N, 11100, San Fernando","+34667457521","","https://padelizados.es/es-es/i/322-centro-deportivo-liceo/","N/A"
"Pádel Las Cubiertas","","Av. Issac Newton, s/n, 11500, El Puerto de Santa María","+34856395807","","https://padelizados.es/es-es/i/1009-padel-las-cubiertas/","N/A"
"Padel Salinas","","Pol Salinas Levante, Polígono Industrial Salinas de San José Cádiz ES, C. Académico Juan Luis Roche, 4, 11500, El Puerto de Santa María","+34956850700","","https://padelizados.es/es-es/i/1238-padel-salinas/","N/A"
"La Central","","Av. Ingeniero Marcos Seguin, s/n, 11500, El Puerto de Santa María","+34956547409","","https://padelizados.es/es-es/i/384-la-central/","N/A"
"Club de Pádel Bahía de Cádiz","","C. Bahía de Cádiz, 5, 11520, Rota","+34956810206","","https://padelizados.es/es-es/i/989-club-de-padel-bahia-de-cadiz/","N/A"
"Complejo Francisco Javier Zafra","","Av. Juan de Jover, 3, 11520, Rota","","","https://padelizados.es/es-es/i/863-complejo-francisco-javier-zafra/","N/A"
"Padel Torno Chiclana","","Av. de la Industria, 27, 11130, Chiclana de la Frontera","+34686973106","","https://padelizados.es/es-es/i/477-padel-torno-chiclana/","N/A"
"Heit Padel Carboneros","","C. Carboneros, 7, 11130, Chiclana de la Frontera","+34644224626","","https://padelizados.es/es-es/i/928-heit-padel-carboneros/","N/A"
"Academia Padel - ON","","Polideportivo Santa Ana, Agustín Blázquez, s/n, 11130, Chiclana de la Frontera","+34640353987","direccion@cdpadel-on.com","https://padelizados.es/es-es/i/1479-academia-padel-on/","N/A"
"Padel Center EUROPA 2015","","A-9034, 43, 11130, Chiclana de la Frontera","+34956012927","","https://padelizados.es/es-es/i/451-padel-center-europa-2015/","N/A"
"Club de Pádel COSTAPADEL Chiclana","","A-9034, 42, 11130, Chiclana de la Frontera","+34671313927","","https://padelizados.es/es-es/i/966-club-de-padel-costapadel-chiclana/","N/A"
"X3 paddle Indoor Chiclana","","Polígono Industrial Pelagatos, C. Cruz de la Calzada, s/n, 11130, Chiclana de la Frontera","+34621214784","","https://padelizados.es/es-es/i/417-x3-paddle-indoor-chiclana/","N/A"
"Padel Game Xerez","","Pol. Ind. el Portal, C. Sudáfrica, 132, 11408, Jerez de la Frontera","+34633130100","","https://padelizados.es/es-es/i/1140-padel-game-xerez/","N/A"
"Padel Extreme","","C. de la Algaida, 25, 11408, Jerez de la Frontera","+34697463829","","https://padelizados.es/es-es/i/325-padel-extreme/","N/A"
"Complejo Deportivo Jerez Sur","","C. Desconsuelo, s/n, 11408, Jerez de la Frontera","+34956145424","infojerez@forus.es","https://padelizados.es/es-es/i/954-complejo-deportivo-jerez-sur/","N/A"
"Heit Academy","","Sancti Petri, Avenida Octavio Augusto, 38 Centro Deportivo Hipotels, 11139, Chiclana de la Frontera","+34956497356","direccion@heitacademy.com","https://padelizados.es/es-es/i/525-heit-academy/","N/A"
"Sport-Land Xera - Instalaciones deportivas y césped artificial Jerez","","Residencial Jardines de, Av. de Nazaret, 1, local 1, 11406, Jerez de la Frontera","+34670428363","info@sportlandxera.com","https://padelizados.es/es-es/i/1571-sport-land-xera-instalaciones-deportivas-y-cesped-artificial-jerez/","N/A"
"Club Maspadel","","C. Mozart, SN, 11406, Jerez de la Frontera","+34659835130","info@clubmaspadel.com","https://padelizados.es/es-es/i/391-club-maspadel/","N/A"
"+ Q Pádel","","Ronda Norte Circunvalación, 346, 12004, Castellón de la Plana","+34633203056","masqpadelcs@gmail.com","https://padelizados.es/es-es/i/933--q-padel/","N/A"
